filename	score
dev-clean_1272_135031_000058_000000	-3.064133405685425
dev-clean_1272_135031_000060_000000	-1.401976227760315
dev-clean_1272_135031_000060_000001	-2.9611847400665283
dev-clean_1272_135031_000063_000000	-2.931793689727783
dev-clean_1272_141231_000002_000000	-0.7779114842414856
dev-clean_1272_141231_000006_000000	2.6793289184570312
dev-clean_1272_141231_000007_000003	-1.2986794710159302
dev-clean_1272_141231_000008_000001	-2.041522264480591
dev-clean_1272_141231_000010_000000	-1.1167069673538208
dev-clean_1272_141231_000011_000000	-0.5012692213058472
dev-clean_1272_141231_000011_000002	-2.34718918800354
dev-clean_1272_141231_000011_000003	-2.3901002407073975
dev-clean_1272_141231_000011_000004	-2.9920504093170166
dev-clean_1272_141231_000011_000006	-2.870473861694336
dev-clean_1272_141231_000012_000001	-2.8782708644866943
dev-clean_1272_141231_000012_000003	-2.7776401042938232
dev-clean_1272_141231_000012_000004	-2.8784923553466797
dev-clean_1272_141231_000013_000001	-0.9836273789405823
dev-clean_1272_141231_000013_000002	1.7923266887664795
dev-clean_1272_141231_000014_000001	2.5585379600524902
dev-clean_1272_141231_000014_000002	0.9352205395698547
dev-clean_1272_141231_000015_000000	2.45458722114563
dev-clean_1272_141231_000015_000001	-2.558366060256958
dev-clean_1272_141231_000015_000003	1.7967890501022339
dev-clean_1272_141231_000018_000001	-2.6576547622680664
dev-clean_1272_141231_000018_000002	3.1261589527130127
dev-clean_1272_141231_000019_000000	-2.3413329124450684
dev-clean_1272_141231_000019_000001	-2.3387374877929688
dev-clean_1272_141231_000020_000000	2.775665760040283
dev-clean_1272_141231_000021_000001	-2.4069736003875732
dev-clean_1272_141231_000021_000002	-2.498115301132202
dev-clean_1272_141231_000021_000003	-2.518429756164551
dev-clean_1272_141231_000022_000000	-2.591409921646118
dev-clean_1272_141231_000023_000000	3.1399099826812744
dev-clean_1272_141231_000023_000001	2.830028533935547
dev-clean_1272_141231_000024_000000	-2.844972610473633
dev-clean_1272_141231_000024_000002	-2.90065860748291
dev-clean_1272_141231_000024_000003	-0.3803918957710266
dev-clean_1272_141231_000024_000005	-2.504160165786743
dev-clean_1272_141231_000026_000000	-2.4811761379241943
dev-clean_1272_141231_000026_000003	-2.8723056316375732
dev-clean_1272_141231_000026_000005	0.6241786479949951
dev-clean_1272_141231_000026_000007	-1.8216160535812378
dev-clean_1272_141231_000027_000001	-2.7131187915802
dev-clean_1272_141231_000027_000003	-2.6724846363067627
dev-clean_1272_141231_000027_000005	-3.0569827556610107
dev-clean_1272_141231_000027_000007	1.0912836790084839
dev-clean_1272_141231_000027_000008	-3.03411602973938
dev-clean_1272_141231_000028_000002	-2.3713064193725586
dev-clean_1272_141231_000029_000002	-2.607661485671997
dev-clean_1272_141231_000030_000000	-2.649815559387207
dev-clean_1272_141231_000031_000000	-2.6866872310638428
dev-clean_1272_141231_000031_000002	-2.723092794418335
dev-clean_1272_141231_000032_000001	-2.6906096935272217
dev-clean_1272_141231_000033_000000	-2.7892677783966064
dev-clean_1272_141231_000033_000001	2.2338106632232666
dev-clean_1272_141231_000033_000002	-1.8007501363754272
dev-clean_1272_141231_000034_000000	-2.4179012775421143
dev-clean_1272_141231_000034_000001	-1.6123729944229126
dev-clean_1272_141231_000034_000002	0.15805040299892426
dev-clean_1272_141231_000034_000003	-2.684382677078247
dev-clean_1272_141231_000036_000000	-3.003904342651367
dev-clean_1272_141231_000036_000001	2.412667989730835
dev-clean_1272_141231_000036_000002	1.0030573606491089
dev-clean_1272_141231_000036_000003	2.481886863708496
dev-clean_1462_170138_000001_000001	-2.9024436473846436
dev-clean_1462_170138_000001_000004	-2.9486920833587646
dev-clean_1462_170138_000001_000005	-0.842799961566925
dev-clean_1462_170138_000001_000006	-2.9104952812194824
dev-clean_1462_170138_000001_000007	-1.9824963808059692
dev-clean_1462_170138_000003_000001	0.15923930704593658
dev-clean_1462_170138_000003_000004	-2.450302839279175
dev-clean_1462_170138_000003_000005	-2.651099443435669
dev-clean_1462_170138_000003_000006	0.10187302529811859
dev-clean_1462_170138_000004_000000	-2.745805501937866
dev-clean_1462_170138_000004_000001	0.6338178515434265
dev-clean_1462_170138_000005_000000	2.846195936203003
dev-clean_1462_170138_000005_000001	-0.7127092480659485
dev-clean_1462_170138_000005_000002	-2.4390037059783936
dev-clean_1462_170138_000005_000003	-0.34836623072624207
dev-clean_1462_170138_000005_000004	-2.4697012901306152
dev-clean_1462_170138_000005_000005	-2.897782564163208
dev-clean_1462_170138_000006_000000	-2.6481728553771973
dev-clean_1462_170138_000006_000001	-2.7392537593841553
dev-clean_1462_170138_000006_000002	-2.809523582458496
dev-clean_1462_170138_000006_000003	-2.9487345218658447
dev-clean_1462_170138_000006_000004	-2.604602575302124
dev-clean_1462_170138_000007_000000	-2.9030418395996094
dev-clean_1462_170138_000007_000001	-1.9095739126205444
dev-clean_1462_170138_000007_000003	-1.5785592794418335
dev-clean_1462_170138_000007_000004	2.431267499923706
dev-clean_1462_170138_000007_000005	1.4118176698684692
dev-clean_1462_170138_000007_000006	-0.7435142397880554
dev-clean_1462_170138_000008_000003	-2.7902779579162598
dev-clean_1462_170138_000008_000004	-2.4954030513763428
dev-clean_1462_170138_000009_000001	-2.711799144744873
dev-clean_1462_170138_000010_000000	-2.3132505416870117
dev-clean_1462_170138_000010_000001	2.8760969638824463
dev-clean_1462_170138_000010_000002	0.9087639451026917
dev-clean_1462_170138_000010_000003	1.8405228853225708
dev-clean_1462_170138_000010_000004	-0.22526651620864868
dev-clean_1462_170138_000010_000005	-1.088979721069336
dev-clean_1462_170138_000011_000000	-1.9222846031188965
dev-clean_1462_170138_000011_000001	-1.5468019247055054
dev-clean_1462_170138_000012_000000	-2.438490152359009
dev-clean_1462_170138_000012_000001	-2.0049424171447754
dev-clean_1462_170138_000012_000002	1.4840651750564575
dev-clean_1462_170138_000013_000000	2.5607950687408447
dev-clean_1462_170138_000014_000000	-2.188959836959839
dev-clean_1462_170138_000015_000000	2.5231873989105225
dev-clean_1462_170138_000015_000001	2.3984835147857666
dev-clean_1462_170138_000015_000003	1.442496418952942
dev-clean_1462_170138_000015_000005	-2.402323007583618
dev-clean_1462_170138_000015_000006	-2.9115540981292725
dev-clean_1462_170138_000015_000007	-2.666473627090454
dev-clean_1462_170138_000015_000008	0.8489328622817993
dev-clean_1462_170138_000015_000009	1.5912898778915405
dev-clean_1462_170138_000015_000010	1.8400226831436157
dev-clean_1462_170138_000015_000011	-2.210038900375366
dev-clean_1462_170138_000016_000000	-2.5692498683929443
dev-clean_1462_170138_000017_000000	1.5679774284362793
dev-clean_1462_170138_000018_000000	-1.4571852684020996
dev-clean_1462_170138_000019_000000	2.390732526779175
dev-clean_1462_170138_000019_000002	-0.6416347622871399
dev-clean_1462_170138_000019_000004	-1.4779452085494995
dev-clean_1462_170138_000020_000000	-2.867025136947632
dev-clean_1462_170138_000020_000001	0.6310388445854187
dev-clean_1462_170138_000021_000000	-2.9768142700195312
dev-clean_1462_170138_000021_000002	-2.5575387477874756
dev-clean_1462_170138_000021_000003	-2.8228518962860107
dev-clean_1462_170138_000022_000001	-1.6863067150115967
dev-clean_1462_170138_000022_000003	-0.6052039861679077
dev-clean_1462_170138_000022_000004	-2.6966540813446045
dev-clean_1462_170138_000022_000006	-2.1849818229675293
dev-clean_1462_170138_000022_000009	-2.967101812362671
dev-clean_1462_170138_000022_000010	-2.8983213901519775
dev-clean_1462_170138_000022_000012	-2.5208654403686523
dev-clean_1462_170138_000022_000013	-0.35928279161453247
dev-clean_1462_170138_000022_000014	-0.48806047439575195
dev-clean_1462_170138_000023_000001	-1.0366171598434448
dev-clean_1462_170138_000023_000002	0.8690564036369324
dev-clean_1462_170138_000023_000003	-2.2139880657196045
dev-clean_1462_170138_000023_000004	-0.3102063536643982
dev-clean_1462_170138_000023_000005	-1.0847067832946777
dev-clean_1462_170138_000023_000008	1.9951790571212769
dev-clean_1462_170138_000023_000009	-2.129356861114502
dev-clean_1462_170138_000023_000010	-1.8440054655075073
dev-clean_1462_170138_000023_000011	-2.3518259525299072
dev-clean_1462_170138_000024_000000	1.1688728332519531
dev-clean_1462_170142_000001_000000	1.4012115001678467
dev-clean_1462_170142_000001_000001	-2.8099238872528076
dev-clean_1462_170142_000001_000002	-2.817732095718384
dev-clean_1462_170142_000002_000000	-2.415625810623169
dev-clean_1462_170142_000002_000001	-2.5390684604644775
dev-clean_1462_170142_000002_000003	0.1459973007440567
dev-clean_1462_170142_000002_000004	-2.2974295616149902
dev-clean_1462_170142_000002_000005	1.1234352588653564
dev-clean_1462_170142_000002_000008	0.5279350876808167
dev-clean_1462_170142_000002_000009	-2.4992833137512207
dev-clean_1462_170142_000002_000010	-1.4292744398117065
dev-clean_1462_170142_000002_000011	1.8762410879135132
dev-clean_1462_170142_000002_000012	-1.529837965965271
dev-clean_1462_170142_000002_000013	2.651561975479126
dev-clean_1462_170142_000004_000000	1.5487998723983765
dev-clean_1462_170142_000004_000001	1.0595341920852661
dev-clean_1462_170142_000005_000001	-0.653020441532135
dev-clean_1462_170142_000006_000000	-1.962265968322754
dev-clean_1462_170142_000006_000001	2.0741751194000244
dev-clean_1462_170142_000007_000000	1.96151864528656
dev-clean_1462_170142_000007_000001	3.075777053833008
dev-clean_1462_170142_000008_000000	2.1260688304901123
dev-clean_1462_170142_000008_000001	1.8267197608947754
dev-clean_1462_170142_000009_000000	1.6034138202667236
dev-clean_1462_170142_000009_000001	-1.8741263151168823
dev-clean_1462_170142_000010_000000	-2.1553502082824707
dev-clean_1462_170142_000011_000000	-2.9354913234710693
dev-clean_1462_170142_000011_000001	-0.5441319942474365
dev-clean_1462_170142_000012_000000	1.7374041080474854
dev-clean_1462_170142_000013_000000	-1.5188654661178589
dev-clean_1462_170142_000013_000001	-2.5435705184936523
dev-clean_1462_170142_000015_000000	-2.6414988040924072
dev-clean_1462_170142_000016_000000	-2.5332791805267334
dev-clean_1462_170142_000016_000001	2.446458101272583
dev-clean_1462_170142_000017_000000	-2.276017904281616
dev-clean_1462_170142_000019_000000	3.1387417316436768
dev-clean_1462_170142_000019_000001	2.5539586544036865
dev-clean_1462_170142_000019_000003	2.2848269939422607
dev-clean_1462_170142_000021_000000	1.8868688344955444
dev-clean_1462_170142_000021_000001	0.8847845196723938
dev-clean_1462_170142_000021_000002	2.2791173458099365
dev-clean_1462_170142_000021_000003	-2.2475998401641846
dev-clean_1462_170142_000021_000005	-1.5713183879852295
dev-clean_1462_170142_000022_000000	-2.555018424987793
dev-clean_1462_170142_000022_000001	-2.1423490047454834
dev-clean_1462_170142_000023_000000	-2.39422345161438
dev-clean_1462_170142_000024_000000	-1.4911540746688843
dev-clean_1462_170142_000024_000001	1.970323920249939
dev-clean_1462_170142_000024_000002	0.48294371366500854
dev-clean_1462_170142_000025_000000	-0.7427666783332825
dev-clean_1462_170142_000025_000001	-0.8358796238899231
dev-clean_1462_170142_000026_000000	-2.2883965969085693
dev-clean_1462_170142_000026_000001	1.0311968326568604
dev-clean_1462_170142_000027_000000	1.3462823629379272
dev-clean_1462_170142_000027_000001	-2.2566030025482178
dev-clean_1462_170142_000028_000000	-2.3738505840301514
dev-clean_1462_170142_000029_000000	1.7209416627883911
dev-clean_1462_170142_000029_000001	2.8358867168426514
dev-clean_1462_170142_000030_000000	-0.2843190133571625
dev-clean_1462_170142_000031_000000	-2.5892722606658936
dev-clean_1462_170142_000031_000001	-2.6733179092407227
dev-clean_1462_170142_000031_000002	0.8262378573417664
dev-clean_1462_170142_000032_000002	0.10455016791820526
dev-clean_1462_170142_000033_000000	-2.3415091037750244
dev-clean_1462_170142_000033_000001	2.589937925338745
dev-clean_1462_170142_000033_000002	0.9662075638771057
dev-clean_1462_170142_000035_000000	-1.9997507333755493
dev-clean_1462_170142_000036_000000	-1.7674766778945923
dev-clean_1462_170142_000036_000002	-2.2189443111419678
dev-clean_1462_170142_000036_000003	-2.92207932472229
dev-clean_1462_170142_000037_000000	-1.8922218084335327
dev-clean_1462_170142_000038_000000	-1.6295305490493774
dev-clean_1462_170142_000038_000001	2.4659135341644287
dev-clean_1462_170142_000038_000003	3.0498979091644287
dev-clean_1462_170142_000038_000004	-2.0394880771636963
dev-clean_1462_170142_000038_000006	-2.243421792984009
dev-clean_1462_170142_000038_000007	2.085277795791626
dev-clean_1462_170142_000039_000000	0.3224273920059204
dev-clean_1462_170142_000040_000001	-1.136115550994873
dev-clean_1462_170142_000040_000002	0.8357266783714294
dev-clean_1462_170142_000040_000003	1.72980797290802
dev-clean_1462_170142_000040_000004	-1.951205849647522
dev-clean_1462_170142_000041_000000	2.5156710147857666
dev-clean_1462_170142_000041_000001	-1.2816661596298218
dev-clean_1462_170142_000042_000001	1.773290991783142
dev-clean_1462_170142_000042_000002	-0.6323052048683167
dev-clean_1462_170142_000042_000003	1.6980820894241333
dev-clean_1462_170142_000042_000004	-0.19235944747924805
dev-clean_1462_170142_000042_000005	2.6005029678344727
dev-clean_1462_170142_000042_000006	0.1925394982099533
dev-clean_1462_170142_000042_000007	2.0832326412200928
dev-clean_1462_170142_000042_000008	2.9721014499664307
dev-clean_1462_170142_000042_000009	3.1177117824554443
dev-clean_1462_170142_000043_000001	-2.061920404434204
dev-clean_1462_170142_000043_000002	2.0275509357452393
dev-clean_1462_170142_000043_000003	-1.594414234161377
dev-clean_1462_170142_000043_000004	2.0227041244506836
dev-clean_1462_170142_000043_000005	2.535557746887207
dev-clean_1462_170142_000043_000006	-2.0352370738983154
dev-clean_1462_170142_000044_000000	-0.917145848274231
dev-clean_1462_170142_000044_000003	1.3262382745742798
dev-clean_1462_170142_000044_000004	2.005213499069214
dev-clean_1462_170142_000044_000005	2.2160556316375732
dev-clean_1462_170142_000044_000006	-2.7155988216400146
dev-clean_1462_170142_000046_000000	0.8934740424156189
dev-clean_1462_170142_000046_000001	1.3544542789459229
dev-clean_1462_170142_000046_000003	2.9480197429656982
dev-clean_1462_170142_000046_000004	-2.7379367351531982
dev-clean_1462_170142_000046_000006	-1.9571599960327148
dev-clean_1462_170142_000046_000007	-2.653521776199341
dev-clean_1462_170142_000046_000008	-2.343595266342163
dev-clean_1462_170142_000047_000000	0.9341216683387756
dev-clean_1462_170142_000047_000001	-2.3443262577056885
dev-clean_1462_170142_000048_000000	0.4497948884963989
dev-clean_1462_170142_000048_000001	2.0902082920074463
dev-clean_1462_170142_000048_000002	-1.6931041479110718
dev-clean_1462_170145_000001_000000	1.8215062618255615
dev-clean_1462_170145_000002_000000	-2.9369871616363525
dev-clean_1462_170145_000003_000001	-2.7762668132781982
dev-clean_1462_170145_000003_000002	-2.794926881790161
dev-clean_1462_170145_000003_000003	-2.8394455909729004
dev-clean_1462_170145_000003_000004	-1.0881595611572266
dev-clean_1462_170145_000003_000005	-2.835423231124878
dev-clean_1462_170145_000004_000001	-2.547376871109009
dev-clean_1462_170145_000004_000002	-2.913043260574341
dev-clean_1462_170145_000004_000003	-1.3541918992996216
dev-clean_1462_170145_000004_000005	-2.337999105453491
dev-clean_1462_170145_000005_000000	-1.9942498207092285
dev-clean_1462_170145_000005_000001	-2.273214101791382
dev-clean_1462_170145_000005_000002	2.687983989715576
dev-clean_1462_170145_000006_000000	-1.6902731657028198
dev-clean_1462_170145_000006_000001	-2.539118528366089
dev-clean_1462_170145_000006_000002	-0.06438643485307693
dev-clean_1462_170145_000007_000000	-2.6576874256134033
dev-clean_1462_170145_000007_000001	2.906153917312622
dev-clean_1462_170145_000007_000002	-0.07541523873806
dev-clean_1462_170145_000007_000003	3.045302391052246
dev-clean_1462_170145_000007_000004	-1.9574000835418701
dev-clean_1462_170145_000008_000000	1.5630286931991577
dev-clean_1462_170145_000008_000001	-0.9506686925888062
dev-clean_1462_170145_000008_000002	-2.4820778369903564
dev-clean_1462_170145_000008_000003	-2.5199084281921387
dev-clean_1462_170145_000009_000000	2.4175009727478027
dev-clean_1462_170145_000009_000001	2.2136600017547607
dev-clean_1462_170145_000009_000002	-0.33731329441070557
dev-clean_1462_170145_000009_000003	1.9436253309249878
dev-clean_1462_170145_000009_000004	-1.573857307434082
dev-clean_1462_170145_000009_000005	-1.0372138023376465
dev-clean_1462_170145_000009_000006	-1.9842674732208252
dev-clean_1462_170145_000009_000007	1.1014007329940796
dev-clean_1462_170145_000010_000001	-2.1402642726898193
dev-clean_1462_170145_000011_000000	2.4901139736175537
dev-clean_1462_170145_000011_000003	-2.326453685760498
dev-clean_1462_170145_000011_000004	1.6760281324386597
dev-clean_1462_170145_000011_000005	-1.9534125328063965
dev-clean_1462_170145_000012_000000	1.410199522972107
dev-clean_1462_170145_000012_000001	-0.8084249496459961
dev-clean_1462_170145_000012_000003	-0.6406973004341125
dev-clean_1462_170145_000012_000004	2.1978423595428467
dev-clean_1462_170145_000012_000006	-1.4672285318374634
dev-clean_1462_170145_000012_000007	-1.6932483911514282
dev-clean_1462_170145_000012_000008	2.766160011291504
dev-clean_1462_170145_000013_000000	-1.6370495557785034
dev-clean_1462_170145_000013_000002	2.9299447536468506
dev-clean_1462_170145_000013_000004	1.4103959798812866
dev-clean_1462_170145_000014_000001	-2.7305312156677246
dev-clean_1462_170145_000014_000002	1.5349000692367554
dev-clean_1462_170145_000014_000003	1.0014042854309082
dev-clean_1462_170145_000014_000004	-2.3350296020507812
dev-clean_1462_170145_000015_000000	-2.800389051437378
dev-clean_1462_170145_000015_000001	-1.405910849571228
dev-clean_1462_170145_000016_000000	-2.365488290786743
dev-clean_1462_170145_000017_000001	-2.6525356769561768
dev-clean_1462_170145_000017_000002	-2.7354509830474854
dev-clean_1462_170145_000017_000003	0.015722230076789856
dev-clean_1462_170145_000018_000000	1.3313820362091064
dev-clean_1462_170145_000018_000002	0.876765787601471
dev-clean_1462_170145_000018_000003	2.692674398422241
dev-clean_1462_170145_000019_000000	3.142303705215454
dev-clean_1462_170145_000020_000000	-0.5609170794487
dev-clean_1462_170145_000020_000001	2.8657114505767822
dev-clean_1462_170145_000020_000002	2.534933090209961
dev-clean_1462_170145_000020_000003	2.848947286605835
dev-clean_1462_170145_000021_000000	2.2138187885284424
dev-clean_1462_170145_000021_000001	0.1402001529932022
dev-clean_1462_170145_000022_000000	2.4974889755249023
dev-clean_1462_170145_000024_000003	-2.2748162746429443
dev-clean_1462_170145_000025_000000	1.838983416557312
dev-clean_1462_170145_000025_000001	-2.552480936050415
dev-clean_1462_170145_000026_000000	0.8307472467422485
dev-clean_1462_170145_000027_000001	-2.130878210067749
dev-clean_1462_170145_000027_000002	1.6129708290100098
dev-clean_1462_170145_000027_000003	-1.9756284952163696
dev-clean_1462_170145_000028_000000	-1.1023966073989868
dev-clean_1462_170145_000028_000001	0.6191226840019226
dev-clean_1462_170145_000028_000002	2.780586004257202
dev-clean_1462_170145_000029_000000	-2.7856030464172363
dev-clean_1462_170145_000029_000001	-1.759633183479309
dev-clean_1462_170145_000029_000002	-2.5292558670043945
dev-clean_1462_170145_000030_000000	-0.3877606987953186
dev-clean_1462_170145_000030_000001	-2.266801357269287
dev-clean_1462_170145_000031_000001	-2.458582639694214
dev-clean_1462_170145_000031_000002	2.7964398860931396
dev-clean_1462_170145_000031_000004	2.030637741088867
dev-clean_1462_170145_000032_000001	-2.1587107181549072
dev-clean_1462_170145_000032_000003	3.0382680892944336
dev-clean_1462_170145_000032_000004	1.3476918935775757
dev-clean_1462_170145_000033_000000	-2.518430471420288
dev-clean_1462_170145_000034_000000	2.2051479816436768
dev-clean_1462_170145_000034_000001	2.7116434574127197
dev-clean_1462_170145_000035_000000	-2.6057987213134766
dev-clean_1673_143396_000010_000006	-3.05806827545166
dev-clean_1673_143396_000014_000002	-3.0196690559387207
dev-clean_1673_143396_000014_000003	-3.079293727874756
dev-clean_1673_143396_000014_000004	-3.054438829421997
dev-clean_1673_143396_000014_000007	-2.935405969619751
dev-clean_1673_143396_000014_000008	-2.867017984390259
dev-clean_1673_143396_000014_000009	-3.072857618331909
dev-clean_1673_143396_000014_000010	-2.986462354660034
dev-clean_1673_143396_000014_000012	-3.1187407970428467
dev-clean_1673_143396_000015_000000	-3.0234458446502686
dev-clean_1673_143396_000015_000001	-2.9834980964660645
dev-clean_1673_143396_000015_000003	-3.0543010234832764
dev-clean_1673_143396_000017_000002	-3.0512263774871826
dev-clean_1673_143396_000017_000003	-2.857032299041748
dev-clean_1673_143396_000017_000004	-2.9911162853240967
dev-clean_1673_143396_000017_000009	-3.038675546646118
dev-clean_1673_143396_000017_000010	-3.150092363357544
dev-clean_1673_143396_000019_000001	-3.027301073074341
dev-clean_1673_143396_000019_000002	-3.0660572052001953
dev-clean_1673_143396_000019_000005	-2.8822128772735596
dev-clean_1673_143396_000019_000007	-2.889101266860962
dev-clean_1673_143397_000003_000000	-2.793743133544922
dev-clean_1673_143397_000003_000001	-2.922952651977539
dev-clean_1673_143397_000003_000003	-2.9713149070739746
dev-clean_1673_143397_000003_000004	-2.958911418914795
dev-clean_1673_143397_000003_000006	-3.0101897716522217
dev-clean_1673_143397_000003_000007	-2.841792345046997
dev-clean_1673_143397_000004_000000	-3.0453009605407715
dev-clean_1673_143397_000004_000005	-3.1260650157928467
dev-clean_1673_143397_000009_000001	-3.127411127090454
dev-clean_1673_143397_000009_000004	-3.03019118309021
dev-clean_1673_143397_000010_000001	-2.7280774116516113
dev-clean_1673_143397_000010_000003	-3.1149981021881104
dev-clean_1673_143397_000016_000002	-2.530900239944458
dev-clean_1673_143397_000016_000003	-3.059694290161133
dev-clean_1673_143397_000016_000007	-2.8412938117980957
dev-clean_1673_143397_000016_000008	-2.7037599086761475
dev-clean_1673_143397_000025_000010	-3.0380570888519287
dev-clean_1673_143397_000025_000011	-3.0215823650360107
dev-clean_1673_143397_000025_000012	-3.0190274715423584
dev-clean_1673_143397_000025_000013	-3.0362563133239746
dev-clean_1673_143397_000031_000000	-2.841420888900757
dev-clean_1673_143397_000031_000001	-2.9482152462005615
dev-clean_1673_143397_000031_000004	-3.0854666233062744
dev-clean_1673_143397_000031_000005	-3.0584962368011475
dev-clean_1673_143397_000031_000006	-2.794313430786133
dev-clean_1673_143397_000031_000007	-3.0638034343719482
dev-clean_1673_143397_000031_000008	-3.0346739292144775
dev-clean_1673_143397_000031_000009	-3.1254396438598633
dev-clean_1673_143397_000031_000011	-2.756584882736206
dev-clean_1673_143397_000031_000012	-3.04803729057312
dev-clean_174_168635_000014_000000	-1.973572015762329
dev-clean_174_168635_000016_000000	-0.604788601398468
dev-clean_174_168635_000017_000000	-2.7100350856781006
dev-clean_174_168635_000018_000000	-1.799398422241211
dev-clean_174_168635_000019_000001	-2.5463600158691406
dev-clean_174_168635_000020_000000	-2.1828227043151855
dev-clean_174_168635_000021_000000	-2.7086923122406006
dev-clean_174_168635_000022_000001	-2.3449501991271973
dev-clean_174_168635_000023_000000	0.4744607210159302
dev-clean_174_168635_000024_000000	-2.2939791679382324
dev-clean_174_168635_000024_000001	-2.479910135269165
dev-clean_174_168635_000024_000002	-2.744886875152588
dev-clean_174_168635_000024_000004	-2.848259449005127
dev-clean_174_168635_000024_000005	-2.7928051948547363
dev-clean_174_168635_000024_000007	-2.4288175106048584
dev-clean_174_168635_000025_000000	-1.7131813764572144
dev-clean_174_168635_000026_000001	-2.7996695041656494
dev-clean_174_168635_000026_000002	-2.524038076400757
dev-clean_174_168635_000026_000003	1.3776127099990845
dev-clean_174_168635_000027_000000	-2.052137851715088
dev-clean_174_168635_000027_000001	-2.6684274673461914
dev-clean_174_168635_000027_000002	-1.9077773094177246
dev-clean_174_168635_000027_000004	0.22177080810070038
dev-clean_174_168635_000027_000005	-2.8274896144866943
dev-clean_174_168635_000029_000000	-2.9317781925201416
dev-clean_174_168635_000029_000001	-2.5309393405914307
dev-clean_174_168635_000030_000000	-1.8687692880630493
dev-clean_174_168635_000030_000001	1.388763189315796
dev-clean_174_168635_000031_000000	-2.7762625217437744
dev-clean_174_168635_000031_000001	-2.862708330154419
dev-clean_174_168635_000032_000002	-2.926086902618408
dev-clean_174_168635_000033_000000	-2.8452112674713135
dev-clean_174_168635_000033_000001	-2.711946964263916
dev-clean_174_168635_000033_000003	-2.5693962574005127
dev-clean_174_168635_000035_000000	-2.6772639751434326
dev-clean_174_168635_000035_000001	-2.6936416625976562
dev-clean_174_168635_000036_000000	-2.7963922023773193
dev-clean_174_168635_000036_000001	-2.3909389972686768
dev-clean_174_168635_000037_000000	-2.7370035648345947
dev-clean_174_168635_000037_000001	-1.7435132265090942
dev-clean_174_168635_000037_000002	-2.5941736698150635
dev-clean_174_168635_000038_000000	-0.763214111328125
dev-clean_174_168635_000038_000001	-2.829751491546631
dev-clean_174_168635_000038_000002	-1.877463459968567
dev-clean_174_168635_000039_000001	-1.503828525543213
dev-clean_174_168635_000040_000000	-2.5204598903656006
dev-clean_174_168635_000040_000001	-1.2668787240982056
dev-clean_174_168635_000041_000000	-2.5738022327423096
dev-clean_174_168635_000042_000001	-2.7894442081451416
dev-clean_174_168635_000042_000002	-2.631878614425659
dev-clean_174_168635_000042_000003	-2.3896453380584717
dev-clean_174_168635_000042_000004	-2.377953290939331
dev-clean_174_168635_000043_000001	-3.0062358379364014
dev-clean_174_168635_000043_000004	-2.034372568130493
dev-clean_174_168635_000043_000005	-2.3062660694122314
dev-clean_174_168635_000043_000006	-0.9440913796424866
dev-clean_174_50561_000000_000000	2.962653875350952
dev-clean_174_50561_000001_000002	-0.7848643660545349
